currentRank,__typename,node.episodes.episodes.total,node.episodes.episodes.__typename,node.episodes.__typename,node.id,node.titleText.text,node.titleText.__typename,node.titleType.id,node.titleType.text,node.titleType.canHaveEpisodes,node.titleType.displayableProperty.value.plainText,node.titleType.displayableProperty.value.__typename,node.titleType.displayableProperty.__typename,node.titleType.__typename,node.originalTitleText.text,node.originalTitleText.__typename,node.primaryImage.id,node.primaryImage.width,node.primaryImage.height,node.primaryImage.url,node.primaryImage.caption.plainText,node.primaryImage.caption.__typename,node.primaryImage.__typename,node.releaseYear.year,node.releaseYear.endYear,node.releaseYear.__typename,node.ratingsSummary.aggregateRating,node.ratingsSummary.voteCount,node.ratingsSummary.__typename,node.runtime.seconds,node.runtime.__typename,node.certificate.rating,node.certificate.__typename,node.canRate.isRatable,node.canRate.__typename,node.titleGenres.genres,node.titleGenres.__typename,node.canHaveEpisodes,node.plot.plotText.plainText,node.plot.plotText.__typename,node.plot.__typename,node.latestTrailer.id,node.latestTrailer.__typename,node.series,node.__typename,node.latestTrailer,node.certificate
26,ChartTitleEdge,188,EpisodeConnection,Episodes,tt0386676,The Office,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,The Office,TitleText,rm2849806081,1280,1922,https://m.media-amazon.com/images/M/MV5BMDNkOTE4NDQtMTNmYi00MWE0LWE4ZTktYTc0NzhhNWIzNzJiXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_.jpg,"Steve Carell, Jenna Fischer, Rainn Wilson, John Krasinski, and B.J. Novak in The Office (2005)",Markdown,Image,2005,2013.0,YearRange,9.0,698370,RatingsSummary,1320,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"A mockumentary on a group of typical office workers, where the workday consists of ego clashes, inappropriate behavior, and tedium.",Markdown,Plot,vi2304687129,Video,,Title,,
27,ChartTitleEdge,8,EpisodeConnection,Episodes,tt0296310,The Blue Planet,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,The Blue Planet,TitleText,rm1419830785,592,888,https://m.media-amazon.com/images/M/MV5BMjI2NzVhM2UtODZlNS00Nzk1LTk4NDQtYTc0YWU4ODNlNGNjXkEyXkFqcGdeQXVyNjcwMzExMzU@._V1_.jpg,The Blue Planet (2001),Markdown,Image,2001,2001.0,YearRange,9.0,42393,RatingsSummary,23340,Runtime,TV-G,Certificate,True,CanRate,"[{'genre': {'text': 'Documentary', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Mammoth series, five years in the making, taking a look at the rich tapestry of life in the world's oceans.",Markdown,Plot,vi3567369497,Video,,Title,,
28,ChartTitleEdge,10,EpisodeConnection,Episodes,tt11126994,Arcane,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Arcane: League of Legends,TitleText,rm1229974017,675,1000,https://m.media-amazon.com/images/M/MV5BYmU5OWM5ZTAtNjUzOC00NmUyLTgyOWMtMjlkNjdlMDAzMzU1XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg,Arcane (2021),Markdown,Image,2021,,YearRange,9.0,262102,RatingsSummary,2460,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Set in Utopian Piltover and the oppressed underground of Zaun, the story follows the origins of two iconic League Of Legends champions and the power that will tear them apart.",Markdown,Plot,vi4051683097,Video,,Title,,
29,ChartTitleEdge,63,EpisodeConnection,Episodes,tt3032476,Better Call Saul,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Better Call Saul,TitleText,rm1307512577,1320,1980,https://m.media-amazon.com/images/M/MV5BZDA4YmE0OTYtMmRmNS00Mzk2LTlhM2MtNjk4NzBjZGE1MmIyXkEyXkFqcGdeQXVyMTMzNDExODE5._V1_.jpg,Bob Odenkirk in Better Call Saul (2015),Markdown,Image,2015,2022.0,YearRange,9.0,635337,RatingsSummary,189240,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,The trials and tribulations of criminal lawyer Jimmy McGill in the years leading up to his fateful run-in with Walter White and Jesse Pinkman.,Markdown,Plot,vi379962649,Video,,Title,,
30,ChartTitleEdge,8,EpisodeConnection,Episodes,tt1806234,Human Planet,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,Human Planet,TitleText,rm3087477249,960,1440,https://m.media-amazon.com/images/M/MV5BOTJmZjcwZDctODRkYi00MTJkLTgwYTYtMmUxYTgxOGU4ODg2XkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_.jpg,Human Planet (2011),Markdown,Image,2011,2011.0,YearRange,9.0,27661,RatingsSummary,3000,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Documentary', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,A cinematic experience bringing you the most amazing human stories in the world. Humans and wildlife surviving in the most extreme environments on Earth,Markdown,Plot,vi1053146393,Video,,Title,,
31,ChartTitleEdge,14,EpisodeConnection,Episodes,tt0303461,Firefly,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Firefly,TitleText,rm1906672641,1280,1920,https://m.media-amazon.com/images/M/MV5BOTcwNzkwMDItZmM1OC00MmQ2LTgxYjgtOTNiNDgxZDAxMjk0XkEyXkFqcGdeQXVyNDQ0MTYzMDA@._V1_.jpg,"Adam Baldwin, Nathan Fillion, Ron Glass, Sean Maher, Jewel Staite, Gina Torres, Alan Tudyk, Morena Baccarin, and Summer Glau in Firefly (2002)",Markdown,Image,2002,2003.0,YearRange,9.0,279809,RatingsSummary,36960,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Sci-Fi', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Five hundred years in the future, a renegade crew aboard a small spacecraft tries to survive as they travel the unknown parts of the galaxy and evade warring factions as well as authority agents out to get them.",Markdown,Plot,vi4011703577,Video,,Title,,
32,ChartTitleEdge,10,EpisodeConnection,Episodes,tt2092588,Frozen Planet,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,Frozen Planet,TitleText,rm3855419905,1000,1500,https://m.media-amazon.com/images/M/MV5BYjdlMGYwYWQtODVlMi00Y2I0LThiYzgtYTM0YmU5NzdhYTI0XkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_.jpg,Frozen Planet (2011),Markdown,Image,2011,2012.0,YearRange,9.0,32759,RatingsSummary,19980,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Documentary', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Focuses on life and the environment in both the Arctic and Antarctic.,Markdown,Plot,vi3182869785,Video,,Title,,
33,ChartTitleEdge,18,EpisodeConnection,Episodes,tt10541088,Clarkson's Farm,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Clarkson's Farm,TitleText,rm1709836801,1800,2700,https://m.media-amazon.com/images/M/MV5BYWI5M2YyYmYtMzBkNy00YWYyLThjZGUtYzEyOTQxZDQyYmVhXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_.jpg,Jeremy Clarkson in Clarkson's Farm (2021),Markdown,Image,2021,,YearRange,9.0,54231,RatingsSummary,2700,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Documentary', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Reality-TV', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Follow Jeremy Clarkson as he attempts to run a farm in the countryside.,Markdown,Plot,vi203931673,Video,,Title,,
34,ChartTitleEdge,148,EpisodeConnection,Episodes,tt2098220,Hunter x Hunter,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Hunter x Hunter,TitleText,rm3767801089,1000,1426,https://m.media-amazon.com/images/M/MV5BNGM0YTk3MWEtN2JlZC00ZmZmLWIwMDktZTMxZGE5Zjc2MGExXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_.jpg,"Keiji Fujiwara, Miyuki Sawashiro, Mariya Ise, and Megumi Han in Hunter x Hunter (2011)",Markdown,Image,2011,2014.0,YearRange,9.0,130361,RatingsSummary,1440,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks out his father, who left him when he was younger.",Markdown,Plot,vi1267121689,Video,,Title,,
35,ChartTitleEdge,64,EpisodeConnection,Episodes,tt0081912,Only Fools and Horses,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Only Fools and Horses....,TitleText,rm1305149952,752,1053,https://m.media-amazon.com/images/M/MV5BYmI1NGIwNzYtOTVlMS00ZGYwLWE0ZTktYzVmMGVlMmRmN2QxXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,"David Jason, Nicholas Lyndhurst, and Lennard Pearce in Only Fools and Horses (1981)",Markdown,Image,1981,2003.0,YearRange,9.0,56202,RatingsSummary,5700,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Comedy that follows two brothers from London's rough Peckham estate as they wheel and deal through a number of dodgy deals and search for the big score that'll make them millionaires.,Markdown,Plot,vi1892335641,Video,,Title,,
36,ChartTitleEdge,37,EpisodeConnection,Episodes,tt0877057,Death Note,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Death Note: Desu nôto,TitleText,rm2829388289,1000,1500,https://m.media-amazon.com/images/M/MV5BNjRiNmNjMmMtN2U2Yi00ODgxLTk3OTMtMmI1MTI1NjYyZTEzXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_.jpg,"Kappei Yamaguchi, Shidô Nakamura, and Mamoru Miyano in Death Note (2006)",Markdown,Image,2006,2007.0,YearRange,8.9,371946,RatingsSummary,1440,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,An intelligent high school student goes on a secret crusade to eliminate criminals from the world after discovering a notebook capable of killing anyone whose name is written into it.,Markdown,Plot,,,,Title,,
37,ChartTitleEdge,9,EpisodeConnection,Episodes,tt0098769,The Civil War,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,The Civil War,TitleText,rm4226353665,2000,3000,https://m.media-amazon.com/images/M/MV5BZjE1ODNkYzctNjM0Ni00MmM3LTkyMjctZGRhYzA3YzhjMTFlXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_.jpg,The Civil War (1990),Markdown,Image,1990,1990.0,YearRange,9.0,18238,RatingsSummary,40800,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Documentary', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'History', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'War', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,A comprehensive survey of the American Civil War.,Markdown,Plot,vi3935158041,Video,,Title,,
38,ChartTitleEdge,30,EpisodeConnection,Episodes,tt2356777,True Detective,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,True Detective,TitleText,rm3969993729,2025,3000,https://m.media-amazon.com/images/M/MV5BNTEzMzBiNGYtYThiZS00MzBjLTk5ZWItM2FmMzU3Y2RjYTVlXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_.jpg,Jodie Foster and Kali Reis in True Detective (2014),Markdown,Image,2014,,YearRange,8.9,640893,RatingsSummary,3300,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Mystery', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Anthology series in which police investigations unearth the personal and professional secrets of those involved, both within and outside the law.",Markdown,Plot,vi1823852057,Video,,Title,,
39,ChartTitleEdge,173,EpisodeConnection,Episodes,tt0098904,Seinfeld,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Seinfeld,TitleText,rm1405813248,1000,1426,https://m.media-amazon.com/images/M/MV5BZjZjMzQ2ZmUtZWEyZC00NWJiLWFjM2UtMzhmYzZmZDcxMzllXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,"Julia Louis-Dreyfus, Jerry Seinfeld, Jason Alexander, and Michael Richards in Seinfeld (1989)",Markdown,Image,1989,1998.0,YearRange,8.9,347633,RatingsSummary,1320,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,The continuing misadventures of neurotic New York City stand-up comedian Jerry Seinfeld and his equally neurotic New York City friends.,Markdown,Plot,vi12698393,Video,,Title,,
40,ChartTitleEdge,10,EpisodeConnection,Episodes,tt0092337,The Decalogue,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,Dekalog,TitleText,rm3570207233,1000,1500,https://m.media-amazon.com/images/M/MV5BNDgzZDVmZjYtYmNhNi00YTE0LWJmNDAtODZiNWIwMjJhZDhhXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_.jpg,The Decalogue (1989),Markdown,Image,1989,1990.0,YearRange,8.9,27638,RatingsSummary,34320,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Ten television drama films, each one based on one of the Ten Commandments.",Markdown,Plot,vi2686236697,Video,,Title,,
41,ChartTitleEdge,3,EpisodeConnection,Episodes,tt9735318,The Beatles: Get Back,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,The Beatles: Get Back,TitleText,rm2029777921,4050,6000,https://m.media-amazon.com/images/M/MV5BNjMxMjE5ZTEtMjgyOC00ODM4LWJjZDAtMjcwZDBlNzZhZTkyXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg,"Paul McCartney, John Lennon, George Harrison, Ringo Starr, and The Beatles in The Beatles: Get Back (2021)",Markdown,Image,2021,2021.0,YearRange,9.0,27574,RatingsSummary,28080,Runtime,PG-13,Certificate,True,CanRate,"[{'genre': {'text': 'Documentary', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Biography', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Music', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"In January 1969, The Beatles set out to write and record new songs for their first live show in more than two years, culminating in an impromptu concert atop their Savile Row studio.",Markdown,Plot,vi2466235673,Video,,Title,,
42,ChartTitleEdge,22,EpisodeConnection,Episodes,tt7920978,Persona,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Sahsiyet,TitleText,rm2475444992,1000,1400,https://m.media-amazon.com/images/M/MV5BOTJkNzJmYzgtZTZmNC00MTQ2LWE2ZGQtM2EyYjliNGViMTY5XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_.jpg,Haluk Bilginer and Cansu Dere in Persona (2018),Markdown,Image,2018,,YearRange,9.0,46871,RatingsSummary,3600,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Mystery', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,A man diagnosed with Alzheimer's decides to punish criminals.,Markdown,Plot,vi1657256985,Video,,Title,,
43,ChartTitleEdge,41,EpisodeConnection,Episodes,tt1865718,Gravity Falls,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Gravity Falls,TitleText,rm3967011840,2779,4335,https://m.media-amazon.com/images/M/MV5BMTEzNDc3MDQ2NzNeQTJeQWpwZ15BbWU4MDYzMzUwMDIx._V1_.jpg,"Jason Ritter, Kristen Schaal, and Alex Hirsch in Gravity Falls (2012)",Markdown,Image,2012,2016.0,YearRange,8.9,132016,RatingsSummary,1380,Runtime,TV-Y7,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Twin siblings Dipper and Mabel Pines spend the summer at their great-uncle's tourist trap in the enigmatic Gravity Falls, Oregon.",Markdown,Plot,vi3628907545,Video,,Title,,
44,ChartTitleEdge,26,EpisodeConnection,Episodes,tt0213338,Cowboy Bebop,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Kaubôi bibappu: Cowboy Bebop,TitleText,rm2077174785,1080,1472,https://m.media-amazon.com/images/M/MV5BZDEzMjlkNDgtZjhkNi00N2RlLWFhZTYtNDE5OTc2NjZkODJlXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_.jpg,"Megumi Hayashibara, Unshô Ishizuka, Aoi Tada, and Kôichi Yamadera in Cowboy Bebop (1998)",Markdown,Image,1998,1999.0,YearRange,8.9,136508,RatingsSummary,39000,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,The futuristic misadventures and tragedies of an easygoing bounty hunter and his partners.,Markdown,Plot,vi3092234009,Video,,Title,,
45,ChartTitleEdge,51,EpisodeConnection,Episodes,tt2802850,Fargo,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Fargo,TitleText,rm696145153,1638,2048,https://m.media-amazon.com/images/M/MV5BMjNlMTIxNDEtY2U3OC00ZGFlLTgxNzEtZDU3NTdiZTAzN2MxXkEyXkFqcGdeQXVyMTU1ODIwMTM1._V1_.jpg,Fargo (2014),Markdown,Image,2014,2024.0,YearRange,8.9,415451,RatingsSummary,3180,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Thriller', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Various chronicles of deception, intrigue, and murder in and around frozen Minnesota. All of these tales mysteriously lead back one way or another to Fargo, North Dakota.",Markdown,Plot,vi342279961,Video,,Title,,
46,ChartTitleEdge,32,EpisodeConnection,Episodes,tt2297757,Nathan for You,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Nathan for You,TitleText,rm93083904,1080,1440,https://m.media-amazon.com/images/M/MV5BOGY4ZWM1MDUtZmM3MS00ZjAxLTkyYzMtMjgxODI1YzkzNGUwXkEyXkFqcGdeQXVyNzk2NzE5Mjk@._V1_.jpg,Nathan Fielder in Nathan for You (2013),Markdown,Image,2013,2017.0,YearRange,8.9,37719,RatingsSummary,1800,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Documentary', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Nathan Fielder uses his business degree and life experiences to help real small businesses turn a profit. But because of his unorthodox approach, Nathan's genuine efforts to do good often draw real people into an experience far beyond what they signed up for.",Markdown,Plot,vi185122073,Video,,Title,,
47,ChartTitleEdge,6,EpisodeConnection,Episodes,tt1508238,Apocalypse: The Second World War,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,Apocalypse: La 2ème guerre mondiale,TitleText,rm4185472768,811,1073,https://m.media-amazon.com/images/M/MV5BMzEyMmM1ZGMtZTgwMS00Y2Y4LTg0MTItMGRiZGE3YTVhYjU3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,Apocalypse: The Second World War (2009),Markdown,Image,2009,2009.0,YearRange,9.0,14101,RatingsSummary,18720,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Documentary', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'History', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'War', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"This six-part series traces the Second World War, from the rise of the Nazis to the surrender of the Japanese, with detailed portraits of key figures.",Markdown,Plot,vi3848716057,Video,,Title,,
48,ChartTitleEdge,344,EpisodeConnection,Episodes,tt3530232,Last Week Tonight with John Oliver,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Last Week Tonight with John Oliver,TitleText,rm3595252225,810,1200,https://m.media-amazon.com/images/M/MV5BNjRhYTgyZGEtOGU2YS00ZGM1LWIzODctZDhkNDBiYTFhZTYxXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_.jpg,John Oliver in Last Week Tonight with John Oliver (2014),Markdown,Image,2014,,YearRange,8.9,95033,RatingsSummary,1800,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'News', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Talk-Show', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Former Daily Show host and correspondent John Oliver brings his persona to this weekly news satire program.,Markdown,Plot,vi1741538585,Video,,Title,,
